Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
1109,Kalai,Kalai Guest House,Kalai,"""Traditional architecture, cultural experience""",4.2,Low: $12–$25,6
1109,Kalai,Hotel Kalai,Kalai,"""Eco-friendly, close to nature""",4.3,High: $40–$70,6
1110,Rara,Rara Lake Resort,Rara,"""Budget-friendly, central location""",4.1,Mid: $25–$45,6
1110,Rara,Rara Guest House,Rara,"""Riverside views, good for nature lovers""",4,Low: $12–$25,6
1110,Rara,Hotel Rara,Rara,"""Mountain views, peaceful retreat""",4,High: $40–$70,6
1111,Chandannath,Chandannath View Lodge,Chandannath,Riverside views; serene environment,4,Mid: $25–$45,6
1111,Chandannath,Chandannath Guest House,Chandannath,"""Budget-friendly, central location""",4.5,Low: $12–$25,6
1111,Chandannath,Hotel Chandannath ,Chandannath,"""Simple amenities, good for short stays""",4.1,High: $40–$70,6
1112,Shey Phoksundo NP,Phoksundo Lake Resort,Phoksundo,"""Serene ambiance, close to nature""",4.2,Mid: $25–$45,6
1112,Shey Phoksundo NP,Shey Hotels,Phoksundo,"""Great views, friendly staff""",4,Low: $12–$25,6
1112,Shey Phoksundo NP,Hotel Shey,Phoksundo,"""Peaceful surroundings, basic facilities""",4.1,High: $40–$70,6
1113,Kanjeralwa,Hotel Kanjirowa,"Hile, Dhankuta","""Riverside views, good for nature lovers""",4.1,Mid: $25–$45,6
1113,Kanjeralwa,Kanjirowa Lodge,"Hile, Dhankuta","""Mountain views, cultural experience""",4,Low: $12–$25,6
1113,Kanjeralwa,Hotel Kanjeral,"Hile, Dhankuta","""Scenic location, excellent service""",4,High: $40–$70,6
1114,Phoksundo,Shey Phoksundo Gateway Inn,"Ringmo, Dolpa","""Eco-friendly, close to lake""",4.4,Mid: $25–$45,6
1114,Phoksundo,Shey Phoksundo Hotel Snow Leopard,"Ringmo, Dolpa","""Near Phewa Lake, good amenities""",4.2,Low: $12–$25,6
1114,Phoksundo,Hotel Phoksundo,"Ringmo, Dolpa","""Authentic rural experience, warm hospitality""",4.1,High: $40–$70,6
1115,Dho,Hotel Murmur Garden Restaurant,"Dunai, Dolpa","""Peaceful setting, cultural immersion""",4,Mid: $25–$45,6
1115,Dho,Blue Sheep Inn,"Dunai, Dolpa","""Simple stay, good for trekkers""",4.2,Low: $12–$25,6
1115,Dho,Hotel Dho,"Dunai, Dolpa","""Riverside views, basic amenities""",4.3,High: $40–$70,6
1116,Lawan,Lawan Guesthouse,"Lawan, Dolpa","""Cultural heritage, friendly staff""",4.1,Mid: $25–$45,6
1116,Lawan,Nearby Lodge,"Lawan, Dolpa","""Eco-friendly, close to nature""",4,Low: $12–$25,6
1116,Lawan,Hotel Lawan,"Lawan, Dolpa","""Scenic views, peaceful environment""",4,High: $40–$70,6
1117,Jufai,Jufai Lodge,"Jufai, Dolpa","""Riverside location, good for relaxation""",4,Mid: $25–$45,6
1117,Jufai,Nearby Guesthouse,"Jufai, Dolpa","""Traditional architecture, cultural experience""",4.5,Low: $12–$25,6
1117,Jufai,Hotel Jufai,"Jufai, Dolpa","""Eco-friendly, close to nature""",4.1,High: $40–$70,6
1118,Dunai,Hotel Murmur Garden Restaurant,"Dunai, Dolpa",Tranquil environment; nature walks,4.2,Mid: $25–$45,6
1118,Dunai,Blue Sheep Inn,"Dunai, Dolpa",Cozy rooms; panoramic views,4,Low: $12–$25,6
1118,Dunai,Hotel Dunai,"Dunai, Dolpa",Riverside setting; peaceful atmosphere,4.1,High: $40–$70,6
1119,Hiunchuli,Annapurna View Hotel,Pokhara,Scenic views; comfortable stay,4.1,Mid: $25–$45,6
1119,Hiunchuli,Hotel Fewa View,Pokhara,Village experience; cultural heritage,4,Low: $12–$25,6
1119,Hiunchuli,Hotel Hiun,Pokhara,Riverside views; serene environment,4,High: $40–$70,6
1120,Sakala,Sakala Lodge,"Sakala, Jajarkot",Mountain views; peaceful atmosphere,3.9,Mid: $25–$45,6
1120,Sakala,Nearby Guesthouse,"Sakala, Jajarkot",Scenic location; comfortable stay,4,Low: $12–$25,6
1120,Sakala,Hotel Sakala,"Sakala, Jajarkot",Eco-friendly; nature walks,4,High: $40–$70,6
1121,Guthichaur,Guthichaur Resort,"Guthichaur, Jumla",Panoramic views; cultural experience,4,Mid: $25–$45,6
1121,Guthichaur,Nearby Lodge,"Guthichaur, Jumla",Mountain views; cultural heritage,4,Low: $12–$25,6
1121,Guthichaur,Hotel Guthichaur,"Guthichaur, Jumla",Scenic location; comfortable stay,4,High: $40–$70,6
1122,Manma,Hotel Kot Durbar,"Manma, Kalikot",Cozy rooms; panoramic views,4.1,Mid: $25–$45,6
1122,Manma,Hotel Hill Side,"Manma, Kalikot",Riverside setting; peaceful atmosphere,4.1,Low: $12–$25,6
1122,Manma, Hotel Manma,"Manma, Kalikot",Scenic views; comfortable stay,4,High: $40–$70,6
1123,Saldang,Saldang Guesthouse,"Saldang, Dolpa",Village experience; cultural heritage,4,Mid: $25–$45,6
1123,Saldang,Nearby Lodge,"Saldang, Dolpa",Riverside views; serene environment,4,Low: $12–$25,6
1123,Saldang,Hotel Saldang,"Saldang, Dolpa",Mountain views; peaceful atmosphere,4,High: $40–$70,6
1124,Tinje,Tinje Lodge,"Tinje, Dolpa",Scenic location; comfortable stay,3.9,Mid: $25–$45,6
1124,Tinje,Nearby Guesthouse,"Tinje, Dolpa",Eco-friendly; nature walks,4.4,Low: $12–$25,6
1124,Tinje,Hotel Tinje,"Tinje, Dolpa",Panoramic views; cultural experience,4.2,High: $40–$70,6
1125,Bhalu Lek,Bhalu Lek Lodge,"Bhalu Lek, Dolpa",Mountain views; cultural heritage,4.1,Mid: $25–$45,6
1125,Bhalu Lek,Nearby Lodge,"Bhalu Lek, Dolpa",Scenic location; comfortable stay,4,Low: $12–$25,6
1125,Bhalu Lek,Hotel Lek,"Bhalu Lek, Dolpa",Tranquil environment; nature walks,4.2,High: $40–$70,6
1126,Dullu,Dullu Hotel,"Dullu, Dailekh",Cozy rooms; panoramic views,4.3,Mid: $25–$45,6
1126,Dullu,Nearby Guesthouse,"Dullu, Dailekh",Riverside setting; peaceful atmosphere,4.1,Low: $12–$25,6
1126,Dullu,Hotel Dullu,"Dullu, Dailekh",Scenic views; comfortable stay,4,High: $40–$70,6
1127,Narayan Municipality,Narayan Hotel,"Narayan, Dailekh",Village experience; cultural heritage,4,Mid: $25–$45,6
1127,Narayan Municipality,Nearby Lodge,"Narayan, Dailekh",Riverside views; serene environment,4,Low: $12–$25,6
1127,Narayan Municipality,Hotel Narayan,"Narayan, Dailekh",Mountain views; peaceful atmosphere,4.5,High: $40–$70,6
1128,Daha,Daha Guesthouse,"Daha, Dailekh",Scenic location; comfortable stay,4.1,Mid: $25–$45,6
1128,Daha,Nearby Lodge,"Daha, Dailekh",Eco-friendly; nature walks,4.2,Low: $12–$25,6
1128,Daha,Hotel Daha,"Daha, Dailekh",Panoramic views; cultural experience,4,High: $40–$70,6
1129,Hiunchuli Patan,Annapurna View Hotel,Pokhara,Mountain views; cultural heritage,4.1,Mid: $25–$45,6
1129,Hiunchuli Patan,Hotel Fewa View,Pokhara,Scenic location; comfortable stay,4.1,Low: $12–$25,6
1129,Hiunchuli Patan,Hotel Hiunchu,Pokhara,Cozy rooms; panoramic views,4,High: $40–$70,6
1130,Khalanga,Khalanga Hotel,"Khalanga, Dailekh",Riverside setting; peaceful atmosphere,4,Mid: $25–$45,6
1130,Khalanga,Nearby Guesthouse,"Khalanga, Dailekh",Scenic views; comfortable stay,4.4,Low: $12–$25,6
1130,Khalanga,Hotel Khalanga,"Khalanga, Dailekh",Village experience; cultural heritage,4.2,High: $40–$70,6
1131,Jhula,Jhula Lodge,"Jhula, Dailekh",Riverside views; serene environment,4.1,Mid: $25–$45,6
1131,Jhula,Nearby Guesthouse,"Jhula, Dailekh",Mountain views; peaceful atmosphere,4,Low: $12–$25,6
1131,Jhula,Hotel Jhula,"Jhula, Dailekh",Scenic location; comfortable stay,4.2,High: $40–$70,6
1132,Sima,Sima Guesthouse,"Sima, Dailekh",Eco-friendly; nature walks,4.3,Mid: $25–$45,6
1132,Sima,Nearby Lodge,"Sima, Dailekh",Panoramic views; cultural experience,4.1,Low: $12–$25,6
1132,Sima,Hotel SIma,"Sima, Dailekh",Mountain views; cultural heritage,4,High: $40–$70,6
1133,Birendranagar,Hotel Birendranagar,"Birendranagar, Surkhet",Scenic location; comfortable stay,4,Mid: $25–$45,6
1133,Birendranagar,Hotel Surkhet,"Birendranagar, Surkhet",Village experience; cultural heritage,4,Low: $12–$25,6
1133,Birendranagar,Hotel Birendranaga,"Birendranagar, Surkhet",Riverside views; serene environment,4.5,High: $40–$70,6
1134,Babiyachaur,Babiyachaur Lodge,"Babiyachaur, Surkhet","""Budget-friendly, central location""",4.1,Mid: $25–$45,6
1134,Babiyachaur,Nearby Guesthouse,"Babiyachaur, Surkhet","""Simple amenities, good for short stays""",4.2,Low: $12–$25,6
1134,Babiyachaur, Hotel Babiya,"Babiyachaur, Surkhet","""Serene ambiance, close to nature""",4,High: $40–$70,6
1135,Sharada,Sharada Hotel,"Sharada, Surkhet","""Great views, friendly staff""",4.1,Mid: $25–$45,6
1135,Sharada,Nearby Lodge,"Sharada, Surkhet","""Peaceful surroundings, basic facilities""",4.1,Low: $12–$25,6
1135,Sharada,Hotel Sharada,"Sharada, Surkhet","""Riverside views, good for nature lovers""",4,High: $40–$70,6
1136,Bulbule Lake,Bulbule Lake Resort,"Bulbule, Dhading","""Mountain views, cultural experience""",4,Mid: $25–$45,6
1136,Bulbule Lake,Nearby Lodge,"Bulbule, Dhading","""Scenic location, excellent service""",3.9,Low: $12–$25,6
1136,Bulbule Lake,Hotel Bulbule,"Bulbule, Dhading","""Eco-friendly, close to lake""",4,High: $40–$70,6
1137,Sinja Valley,Sinja Valley Lodge,"Sinja, Jumla","""Near Phewa Lake, good amenities""",4,Mid: $25–$45,6
1137,Sinja Valley,Nearby Guesthouse,"Sinja, Jumla","""Authentic rural experience, warm hospitality""",4,Low: $12–$25,6
1137,Sinja Valley,Hotel Sinja,"Sinja, Jumla","""Peaceful setting, cultural immersion""",4,High: $40–$70,6
1138,Panchakoshi Area,Panchakoshi Resort,"Panchakoshi, Dailekh","""Simple stay, good for trekkers""",4,Mid: $25–$45,6
1138,Panchakoshi Area,Nearby Lodge,"Panchakoshi, Dailekh","""Riverside views, basic amenities""",4.1,Low: $12–$25,6
1138,Panchakoshi Area,Hotel Pnchakoshi,"Panchakoshi, Dailekh","""Cultural heritage, friendly staff""",4.1,High: $40–$70,6
1139,Kakrebihar,Kakrebihar Lodge,"Kakrebihar, Surkhet","""Eco-friendly, close to nature""",4,Mid: $25–$45,6
1139,Kakrebihar,Nearby Guesthouse,"Kakrebihar, Surkhet","""Scenic views, peaceful environment""",4,Low: $12–$25,6
1139,Kakrebihar,Hotel Kakrebihar,"Kakrebihar, Surkhet","""Riverside location, good for relaxation""",4,High: $40–$70,6
1140,Bheri River,Soaltee Westend Premier,Nepalgunj,"""Traditional architecture, cultural experience""",4,Mid: $25–$45,6
1140,Bheri River,Hotel Central Plaza,Nepalgunj,"""Eco-friendly, close to nature""",3.9,Low: $12–$25,6
1140,Bheri River,Hotel Bheri,Nepalgunj,"""Budget-friendly, central location""",4.4,High: $40–$70,6
1141,Chhayanath Rara,Rara Shangri-La Resort,Gamgadhi,"""Riverside views, good for nature lovers""",4.2,Mid: $25–$45,6
1141,Chhayanath Rara,Rara Cultural Resort,Gamgadhi,"""Mountain views, peaceful retreat""",4.1,Low: $12–$25,6
1141,Chhayanath Rara,Chhayanath Rara Hotel,Gamgadhi,Riverside views; serene environment,4,High: $40–$70,6
1142,Mount Kanjiroba,Kanjiroba Base Camp Lodge,Mugu,"""Budget-friendly, central location""",4.2,Mid: $25–$45,6
1142,Mount Kanjiroba,Kanjiroba View Lodge,Mugu,"""Simple amenities, good for short stays""",4.3,Low: $12–$25,6
1142,Mount Kanjiroba,Mount Kanjiroba Hotel,Mugu,"""Serene ambiance, close to nature""",4.1,High: $40–$70,6
1143,Putha Hiunchuli,Putha Hiunchuli Base Camp Lodge,Dolpa,"""Great views, friendly staff""",4,Mid: $25–$45,6
1143,Putha Hiunchuli,Dolpo Lodge,Dunai,"""Peaceful surroundings, basic facilities""",4,Low: $12–$25,6
1143,Putha Hiunchuli,Putha Hiunchuli Hotel,Dunai,"""Riverside views, good for nature lovers""",4,High: $40–$70,6
1144,Kande Hiun Chuli,Kande Lodge,Kande,"""Mountain views, cultural experience""",4.5,Mid: $25–$45,6
1144,Kande Hiun Chuli,Hiun Chuli Guest House,Hiun Chuli,"""Scenic location, excellent service""",4.1,Low: $12–$25,6
1144,Kande Hiun Chuli,Kande Hiun Chuli Hotel,Hiun Chuli,"""Eco-friendly, close to lake""",4.2,High: $40–$70,6
1145,Chankheli Peak,Chankheli View Lodge,Chankheli,"""Near Phewa Lake, good amenities""",4,Mid: $25–$45,6
1145,Chankheli Peak,Chankheli Guest House,Chankheli,"""Authentic rural experience, warm hospitality""",4.1,Low: $12–$25,6
1145,Chankheli Peak,Chankheli Peak Hotel,Chankheli,"""Peaceful setting, cultural immersion""",4.1,High: $40–$70,6
1146,Changdi (Lalung),Lalung Guest House,Lalung,"""Simple stay, good for trekkers""",4,Mid: $25–$45,6
1146,Changdi (Lalung),Changdi Lodge,Changdi,"""Riverside views, basic amenities""",4,Low: $12–$25,6
1146,Changdi (Lalung),Changdi Hotel,Changdi,"""Cultural heritage, friendly staff""",4.4,High: $40–$70,6
1147,Kubi Gangri,Kanti Himal Lodge,Kanti Himal,"""Eco-friendly, close to nature""",4.2,Mid: $25–$45,6
1147,Kubi Gangri,Kubi Gangri Guest House,Kubi Gangri,"""Scenic views, peaceful environment""",4.1,Low: $12–$25,6
1147,Kubi Gangri,Kubi Gangri Hotel,Kubi Gangri,"""Riverside location, good for relaxation""",4,High: $40–$70,6
1148,Fimkof,Fimkof Lodge,Fimkof,"""Traditional architecture, cultural experience""",4.2,Mid: $25–$45,6
1148,Fimkof,Fimkof Guest House,Fimkof,"""Eco-friendly, close to nature""",4.3,Low: $12–$25,6
1148,Fimkof,Fimkof Hotel,Fimkof,Tranquil environment; nature walks,4.1,High: $40–$70,6
1149,Phoksundo,Phoksundo Lake Resort,Phoksundo,Cozy rooms; panoramic views,4,Mid: $25–$45,6
1149,Phoksundo,Phoksundo Guest House,Phoksundo,Riverside setting; peaceful atmosphere,4,Low: $12–$25,6
1149,Phoksundo,Hotel Phoksundou,,Scenic views; comfortable stay,4,High: $40–$70,6
1150,Kanjiroba,Kanjiroba Lodge,,Village experience; cultural heritage,4.5,Mid: $25–$45,6
1150,Kanjiroba,Kanjiroba View Lodge,Mugu,Riverside views; serene environment,4.1,Low: $12–$25,6
1150,Kanjiroba,Kanjiroba Hotel ,Mugu,Mountain views; peaceful atmosphere,4.2,High: $40–$70,6
1151,Patmara,Patmara Guest House,Patmara,Scenic location; comfortable stay,4,Mid: $25–$45,6
1151,Patmara,Patmara Lodge,Patmara,Eco-friendly; nature walks,4.1,Low: $12–$25,6
1151,Patmara,Patmara Hotel ,Patmara,Panoramic views; cultural experience,4.1,High: $40–$70,6
1152,Mugu,Mugu Resort,Mugu,Mountain views; cultural heritage,4,Mid: $25–$45,6
1152,Mugu,Mugu Guest House,Mugu,Scenic location; comfortable stay,4,Low: $12–$25,6
1152,Mugu,Mugu Hotel ,Mugu,Cozy rooms; panoramic views,3.9,High: $40–$70,6
1153,Rara,Rara Lake Resort,Rara,Riverside setting; peaceful atmosphere,4,Mid: $25–$45,6
1153,Rara,Rara Guest House,Rara,Scenic views; comfortable stay,4,Low: $12–$25,6
1153,Rara,Rara Hotel ,Rara,Village experience; cultural heritage,4,High: $40–$70,6
1154,Chhoti Hill Viewpoint,Chhoti View Lodge,Chhoti,Riverside views; serene environment,4,Mid: $25–$45,7
1154,Chhoti Hill Viewpoint,Chhoti Guest House,Chhoti,Mountain views; peaceful atmosphere,4,Low: $12–$25,7
1154,Chhoti Hill Viewpoint,Chhoti Hill Viewpoint Hotel ,Chhoti,Scenic location; comfortable stay,4.1,High: $40–$70,7
1155,Bajhang Offbeat Villages,Bajhang Lodge,Bajhang,Eco-friendly; nature walks,4.1,Mid: $25–$45,7
1155,Bajhang Offbeat Villages,Bajhang Guest House,Bajhang,Panoramic views; cultural experience,4,Low: $12–$25,7
1155,Bajhang Offbeat Villages,Bajhang Offbeat Villages Hotel ,Bajhang,Mountain views; cultural heritage,4,High: $40–$70,7
1156,Malika Historical Sites,Malika Lodge,Malika,Scenic location; comfortable stay,4,Mid: $25–$45,7
1156,Malika Historical Sites,Malika Guest House,Malika,Tranquil environment; nature walks,4,Low: $12–$25,7
1156,Malika Historical Sites,Malika Historical Sites Hotel ,Malika,Cozy rooms; panoramic views,3.9,High: $40–$70,7
1157,Jhulaghat Small Temples,Jhulaghat Lodge,Jhulaghat,Riverside setting; peaceful atmosphere,4.4,Mid: $25–$45,7
1157,Jhulaghat Small Temples,Jhulaghat Guest House,Jhulaghat,Scenic views; comfortable stay,4.2,Low: $12–$25,7
1157,Jhulaghat Small Temples,Jhulaghat Small Temples Hotel ,Jhulaghat,Village experience; cultural heritage,4.1,High: $40–$70,7
1158,Chhoti Shivalaya Temple,Chhoti View Lodge,Chhoti,Riverside views; serene environment,4,Mid: $25–$45,7
1158,Chhoti Shivalaya Temple,Chhoti Guest House,Chhoti,Mountain views; peaceful atmosphere,4.2,Low: $12–$25,7
1158,Chhoti Shivalaya Temple,Chhoti Shivalaya Temple Hotel ,Chhoti,Scenic location; comfortable stay,4.3,High: $40–$70,7
1159,Gauriganga Waterfall,Gauriganga Lodge,Gauriganga,Eco-friendly; nature walks,4.1,Mid: $25–$45,7
1159,Gauriganga Waterfall,Gauriganga Guest House,Gauriganga,Panoramic views; cultural experience,4,Low: $12–$25,7
1159,Gauriganga Waterfall,Gauriganga Waterfall Hotel ,Gauriganga,Mountain views; cultural heritage,4,High: $40–$70,7
1160,Doti Hidden Trails,Doti Lodge,Doti,Scenic location; comfortable stay,4,Mid: $25–$45,7
1160,Doti Hidden Trails,Doti Guest House,Doti,Cozy rooms; panoramic views,4.5,Low: $12–$25,7
1160,Doti Hidden Trails,Doti Hidden Trails Hotel ,Doti,Riverside setting; peaceful atmosphere,4.1,High: $40–$70,7
1161,Rauteli Lake,Rauteli Lake Lodge,Rauteli,Scenic views; comfortable stay,4.2,Mid: $25–$45,7
1161,Rauteli Lake,Rauteli Lake Guest House,Rauteli,Village experience; cultural heritage,4,Low: $12–$25,7
1161,Rauteli Lake,Rauteli Lake Hotel ,Rauteli,Riverside views; serene environment,4.1,High: $40–$70,7
1162,Kailali / Rupandehi,Hotel Devotee,Dhangadhi,Mountain views; peaceful atmosphere,4.1,Mid: $25–$45,7
1162,Kailali / Rupandehi,"Siddhartha Resort, Chisapani",Chisapani,Scenic location; comfortable stay,4,Low: $12–$25,7
1162,Kailali / Rupandehi,Hotel Kailali,Chisapani,Eco-friendly; nature walks,4,High: $40–$70,7
1163,Doti,Hotel Riverside Dipayal,Dipayal,Panoramic views; cultural experience,4.4,Mid: $25–$45,7
1163,Doti,SPOT ON 545 Ghatal Hotel,Dipayal,Mountain views; cultural heritage,4.2,Low: $12–$25,7
1163,Doti,Doti Hotel ,Dipayal,Scenic location; comfortable stay,4.1,High: $40–$70,7
1164,Bajhang,Bajhang Lodge,Bajhang,Village experience; cultural heritage,4,Mid: $25–$45,7
1164,Bajhang,Bajhang Guest House,Bajhang,Riverside views; serene environment,4.2,Low: $12–$25,7
1164,Bajhang,Bajhang Hotel ,Bajhang,"""Budget-friendly, central location""",4.3,High: $40–$70,7
1165,Baitadi,Hotel Baitadi,Baitadi,"""Simple amenities, good for short stays""",4.1,Mid: $25–$45,7
1165,Baitadi,Baitadi View Lodge,Baitadi,"""Serene ambiance, close to nature""",4,Low: $12–$25,7
1165,Baitadi,Baitadi Hotel,Baitadi,"""Great views, friendly staff""",4,High: $40–$70,7
1166,Khaptad Baba Ashram,Hotel K I,"Dhangadhi, Kailali","""Peaceful surroundings, basic facilities""",4,Mid: $25–$45,7
1166,Khaptad Baba Ashram,Siddhartha Resort,"Chisapani, Surkhet","""Riverside views, good for nature lovers""",4.5,Low: $12–$25,7
1166,Khaptad Baba Ashram, Hotel Baba,"Chisapani, Surkhet","""Mountain views, cultural experience""",4.1,High: $40–$70,7
1167,Jhulaghat (Mechinagar border area),Udaan HMC & Casino,"Dhulabari, Jhapa","""Scenic location, excellent service""",4.2,Mid: $25–$45,7
1167,Jhulaghat (Mechinagar border area),Hotel Ashwatth,"Mechinagar, Jhapa","""Eco-friendly, close to lake""",4,Low: $12–$25,7
1167,Jhulaghat (Mechinagar border area), Hotel Jhualgath,"Mechinagar, Jhapa","""Near Phewa Lake, good amenities""",4.1,High: $40–$70,7
1168,Ghodaghodi Tal,Ghodaghodi Lake Resort,"Ghodaghodi, Kailali","""Authentic rural experience, warm hospitality""",4.1,Mid: $25–$45,7
1168,Ghodaghodi Tal,OYO 579 Ghodaghodi Lake Palace,"Ghodaghodi, Kailali","""Peaceful setting, cultural immersion""",4,Low: $12–$25,7
1168,Ghodaghodi Tal, Hotel Tal,"Ghodaghodi, Kailali","""Simple stay, good for trekkers""",4,High: $40–$70,7
1169,Ninglashaini Temple,Home Hotel,Baitadi,"""Riverside views, basic amenities""",3.9,Mid: $25–$45,7
1169,Ninglashaini Temple,Ninglashaini Guesthouse,Baitadi,"""Cultural heritage, friendly staff""",4,Low: $12–$25,7
1169,Ninglashaini Temple, Hotel Ninglashaini,Baitadi,"""Eco-friendly, close to nature""",4,High: $40–$70,7
1170,Badimalika Temple,Badimalika Hotel,"Kolti, Bajura","""Scenic views, peaceful environment""",4,Mid: $25–$45,7
1170,Badimalika Temple,Kolti Lodge,"Kolti, Bajura","""Riverside location, good for relaxation""",4,Low: $12–$25,7
1170,Badimalika Temple,Hotel Badimalika,"Kolti, Bajura","""Traditional architecture, cultural experience""",4,High: $40–$70,7
1171,Khaptad Top View,Khaptad View Resort,"Khaptad, Bajura","""Eco-friendly, close to nature""",4.1,Mid: $25–$45,7
1171,Khaptad Top View,Khaptad Lodge,"Khaptad, Bajura","""Budget-friendly, central location""",4.1,Low: $12–$25,7
1171,Khaptad Top View,Hotel Khaptad,"Khaptad, Bajura","""Riverside views, good for nature lovers""",4,High: $40–$70,7
1172,Jhulaghat River Viewpoint,Jhulaghat Viewpoint Lodge,"Jhulaghat, Baitadi","""Mountain views, peaceful retreat""",4,Mid: $25–$45,7
1172,Jhulaghat River Viewpoint,River View Hotel,"Jhulaghat, Baitadi",Riverside views; serene environment,4,Low: $12–$25,7
